state_name,schooldistrict_code,sd_name,n_points,total_children,Overall,Head Start,Pre-K,Family Child Care,Child Care Center,low_sample
Montana,3003330,Belgrade High School District,211,2110,70.1,100,100,91,91,FALSE
Ohio,3904848,Cloverleaf Local School District,97,970,70.1,100,92.8,100,77.3,FALSE
Arizona,403310,Gila Bend Unified District,10,100,70,80,70,100,70,FALSE
California,600037,Ferndale Unified School District,10,100,70,100,100,70,70,FALSE
California,609850,Corona-Norco Unified School District,1907,19070,70,100,100,100,84.8,FALSE
California,641160,Visalia Unified School District,1429,14290,70,100,100,100,99.2,FALSE
Colorado,805280,Limon School District RE-4J,10,100,70,70,100,100,100,FALSE
Connecticut,902190,Lisbon School District,30,300,70,100,80,100,100,FALSE
Illinois,1700321,United Community School District 304,60,600,70,100,85,91.7,98.3,FALSE
Illinois,1732830,Prophetstown-Lyndon-Tampico Community Unit School District 3,20,200,70,100,70,95,100,FALSE
Illinois,1733090,Ramsey Community Unit School District 204,20,200,70,100,70,80,100,FALSE
Iowa,1910110,East Buchanan Community School District,20,200,70,100,100,80,100,FALSE
Iowa,1915750,Kingsley-Pierson Community School District,20,200,70,100,100,100,70,FALSE
Kansas,2004380,Caldwell Unified School District 360,10,100,70,100,70,100,100,FALSE
Massachusetts,2505500,Groton-Dunstable School District,80,800,70,100,87.5,100,75,FALSE
Massachusetts,2525003,Gill-Montague School District in Erving (7-12),10,100,70,100,100,70,100,FALSE
Michigan,2602040,Alba Public Schools,10,100,70,100,100,90,80,FALSE
Michigan,2604650,Bellevue Community Schools,30,300,70,100,100,96.7,73.3,FALSE
Michigan,2606630,Breckenridge Community Schools,30,300,70,100,100,70,86.7,FALSE
Michigan,2613110,Ellsworth Community Schools,10,100,70,100,100,80,90,FALSE
Michigan,2619580,Ithaca Public Schools,40,400,70,100,100,95,100,FALSE
Mississippi,2804680,Western Line School District,90,900,70,88.9,98.9,100,71.1,FALSE
Missouri,2912600,Gainesville R-V School District,10,100,70,70,70,100,70,FALSE
Nebraska,3100134,Wilcox-Hildreth Public Schools,10,100,70,100,80,90,100,FALSE
New Hampshire,3304290,Lisbon Regional School District,10,100,70,100,80,100,90,FALSE
New Jersey,3403960,Downe Township School District,10,100,70,100,70,100,100,FALSE
New Jersey,3409480,Mannington Township School District,20,200,70,100,100,100,85,FALSE
New York,3611250,Forestville Central School District,20,200,70,100,90,80,100,FALSE
North Carolina,3703420,Northampton County Schools,100,1000,70,92,100,99,90,FALSE
Ohio,3904587,Jefferson Area Local School District,40,400,70,95,100,92.5,77.5,FALSE
Ohio,3904861,Bethel Local School District,60,600,70,100,100,100,70,FALSE
Oklahoma,4013920,Hartshorne Public Schools,20,200,70,85,70,100,70,FALSE
Oklahoma,4014700,Hobart Public Schools,40,400,70,100,82.5,100,70,FALSE
Pennsylvania,4219290,Pleasant Valley School District,203,2030,70,100,100,100,70,FALSE
Rhode Island,4400660,Narragansett School District,30,300,70,100,100,100,86.7,FALSE
Texas,4808610,Archer City Independent School District,20,200,70,100,70,100,70,FALSE
Texas,4809870,Ben Bolt-Palito Blanco Independent School District,20,200,70,100,70,100,100,FALSE
Texas,4813110,Carthage Independent School District,120,1200,70,100,88.3,100,70,FALSE
Texas,4817550,Driscoll Independent School District,10,100,70,100,70,100,100,FALSE
Texas,4830210,Menard Independent School District,10,100,70,90,80,100,100,FALSE
Texas,4835310,Ponder Independent School District,30,300,70,100,83.3,100,70,FALSE
Texas,4846650,Yorktown Independent School District,20,200,70,100,75,100,80,FALSE
Washington,5305970,Oakesdale School District,10,100,70,100,70,100,100,FALSE
Washington,5309480,Wapato School District,100,1000,70,97,100,100,97,FALSE
Wisconsin,5500450,Argyle School District,10,100,70,100,80,90,100,FALSE
Wisconsin,5504260,Elkhart Lake-Glenbeulah School District,20,200,70,100,70,100,100,FALSE
Iowa,1907410,Clarke Community School District,73,730,69.9,100,100,100,100,FALSE
Ohio,3904628,Clark-Shawnee Local School District,103,1030,69.9,100,96.1,100,89.3,FALSE
Pennsylvania,4221930,Knoch School District,103,1030,69.9,100,100,100,70.9,FALSE
Pennsylvania,4224970,Wayne Highlands School District,103,1030,69.9,100,100,100,72.8,FALSE
Utah,4900810,Provo School District,735,7350,69.9,100,100,100,98,FALSE
Washington,5300990,Castle Rock School District,73,730,69.9,100,100,100,100,FALSE
Arizona,407300,Sahuarita Unified District,265,2650,69.8,100,100,100,69.8,FALSE
Florida,1201200,Madison County School District,116,1160,69.8,88.8,90.5,99.1,88.8,FALSE
Georgia,1302610,Hall County School District,1104,11040,69.8,99.7,99.2,99.8,76.8,FALSE
Illinois,1722950,Limestone Community High School District 310,159,1590,69.8,100,100,100,85.5,FALSE
Kentucky,2103060,Johnson County School District,126,1260,69.8,86.5,85.7,100,81,FALSE
New York,3623670,Potsdam Central School District,43,430,69.8,95.3,83.7,100,69.8,FALSE
North Carolina,3704380,Stokes County Schools,215,2150,69.8,97.7,100,100,77.7,FALSE
Oregon,4107080,Klamath Falls City Schools,172,1720,69.8,100,100,100,100,FALSE
Washington,5309660,Wenatchee School District,367,3670,69.8,100,100,100,100,FALSE
Arkansas,514490,Yellville-Summit School District,33,330,69.7,100,100,100,69.7,FALSE
Connecticut,905370,Woodstock School District,33,330,69.7,100,90.9,100,75.8,FALSE
Indiana,1805580,La Porte Community School Corporation,274,2740,69.7,100,96.7,100,100,FALSE
Indiana,1810590,South Vermillion Community School Corporation,89,890,69.7,100,100,100,100,FALSE
Indiana,1812810,Wayne Township Metropolitan School District,727,7270,69.7,100,100,100,74.4,FALSE
Michigan,2620670,Lake Fenton Community Schools,76,760,69.7,100,100,100,81.6,FALSE
New Jersey,3403750,Delaware Valley Regional School District,76,760,69.7,100,82.9,100,92.1,FALSE
New York,3620970,North Collins Central School District,33,330,69.7,100,100,100,100,FALSE
Ohio,3904758,Liberty Center Local School District,33,330,69.7,100,100,100,69.7,FALSE
Wisconsin,5510920,Oconto School District,33,330,69.7,100,78.8,100,72.7,FALSE
Illinois,1728810,North Clay Community Unit School District 25,23,230,69.6,78.3,69.6,100,100,FALSE
Iowa,1915180,Janesville Consolidated School District,46,460,69.6,100,69.6,78.3,100,FALSE
Louisiana,2201320,Red River Parish School District,56,560,69.6,80.4,82.1,100,82.1,FALSE
Michigan,2600007,Harbor Beach Community Schools,23,230,69.6,100,100,95.7,73.9,FALSE
Minnesota,2709750,Crosby-Ironton Public School District,46,460,69.6,100,91.3,73.9,100,FALSE
Nevada,3200060,Clark County School District,15739,157390,69.6,100,99.8,100,83.6,FALSE
New York,3606180,Caledonia-Mumford Central School District,46,460,69.6,100,100,100,100,FALSE
Ohio,3904620,Triad Local School District,69,690,69.6,100,97.1,100,72.5,FALSE
Ohio,3904745,McComb Local School District,23,230,69.6,100,100,100,69.6,FALSE
Ohio,3904846,Black River Local School District,46,460,69.6,78.3,89.1,100,100,FALSE
South Carolina,4500810,Anderson School District 2,181,1810,69.6,100,100,98.3,80.7,FALSE
Colorado,802070,Alamosa School District RE-11J,105,1050,69.5,99,100,100,100,FALSE
Georgia,1301710,Decatur County School District,256,2560,69.5,98.4,98.8,100,82.4,FALSE
Michigan,2627960,Pewamo-Westphalia Community School District,59,590,69.5,100,100,91.5,78,FALSE
Missouri,2921600,Mount Vernon R-V School District,95,950,69.5,100,100,100,100,FALSE
Pennsylvania,4207050,Cranberry Area School District,59,590,69.5,88.1,100,100,78,FALSE
Texas,4813170,Castleberry Independent School District,220,2200,69.5,100,100,100,95.5,FALSE
Georgia,1300290,Barrow County School District,716,7160,69.4,100,97.5,100,87.4,FALSE
Georgia,1303480,Madison County School District,229,2290,69.4,96.9,92.6,100,76.9,FALSE
Georgia,1305040,Toombs County School District,134,1340,69.4,97,90.3,100,71.6,FALSE
Illinois,1701418,Salt Fork Community Unit School District 512,36,360,69.4,100,75,72.2,100,FALSE
Indiana,1812120,Vincennes Community School Corporation,111,1110,69.4,100,100,100,69.4,FALSE
Kentucky,2105760,Washington County School District,111,1110,69.4,100,86.5,100,76.6,FALSE
Michigan,2629370,Ravenna Public Schools,36,360,69.4,100,100,88.9,80.6,FALSE
North Carolina,3704050,Rowan-Salisbury Schools,937,9370,69.4,100,100,100,78.8,FALSE
Pennsylvania,4215120,Mercer Area School District,36,360,69.4,100,100,100,100,FALSE
Texas,4836930,Ricardo Independent School District,36,360,69.4,100,75,100,69.4,FALSE
Indiana,1810020,Scott County School District 2,140,1400,69.3,100,84.3,100,86.4,FALSE
Michigan,2616500,Grant Public School District,88,880,69.3,84.1,100,100,71.6,FALSE
Pennsylvania,4202790,Avon Grove School District,176,1760,69.3,100,100,100,69.3,FALSE
Tennessee,4701410,Giles County School District,205,2050,69.3,97.1,95.6,96.1,79.5,FALSE
Tennessee,4702340,Lawrence County School District,361,3610,69.3,99.4,92.5,97,86.1,FALSE
Tennessee,4703780,Sevier County School District,631,6310,69.3,99.4,93.3,99.8,72.7,FALSE
Alabama,100870,Conecuh County School District,65,650,69.2,100,78.5,100,76.9,FALSE
Alabama,101640,Geneva City School District,52,520,69.2,78.8,100,100,69.2,FALSE
Alabama,102910,Russellville City School District,104,1040,69.2,100,94.2,100,100,FALSE
Alabama,103510,Wilcox County School District,78,780,69.2,100,88.5,100,76.9,FALSE
Arizona,407240,Safford Unified District,159,1590,69.2,100,100,100,100,FALSE
Arkansas,507990,Hoxie School District,26,260,69.2,100,73.1,100,84.6,FALSE
Georgia,1305790,Wilkinson County School District,52,520,69.2,73.1,98.1,100,98.1,FALSE
Idaho,1602520,Orofino Joint School District 171,39,390,69.2,79.5,100,100,74.4,FALSE
Iowa,1903300,Alburnett Community School District,13,130,69.2,100,76.9,100,92.3,FALSE
Iowa,1920580,Newell-Fonda Community School District,26,260,69.2,100,69.2,84.6,69.2,FALSE
Michigan,2614690,Gwinn Area Community Schools,78,780,69.2,100,100,94.9,88.5,FALSE
Michigan,2617370,Hale Area Schools,26,260,69.2,69.2,100,100,100,FALSE
Minnesota,2703030,Alden-Conger Public School District,13,130,69.2,100,100,76.9,100,FALSE
Missouri,2915450,Scott City R-I School District,39,390,69.2,100,100,100,89.7,FALSE
Missouri,2925080,Phelps County R-III School District,13,130,69.2,100,69.2,100,100,FALSE
Nebraska,3100091,Fullerton Public Schools,13,130,69.2,84.6,84.6,76.9,76.9,FALSE
Nebraska,3105160,Clarkson Public Schools,13,130,69.2,100,76.9,76.9,100,FALSE
Nebraska,3177520,Sutton Public Schools,13,130,69.2,100,92.3,84.6,100,FALSE
New York,3629850,Wantagh Union Free School District,104,1040,69.2,100,100,100,99,FALSE
Ohio,3904883,East Muskingum Local School District,91,910,69.2,100,100,100,69.2,FALSE
Ohio,3905067,Eastwood Local School District,52,520,69.2,100,100,100,71.2,FALSE
Oklahoma,4017850,Lindsay Public Schools,39,390,69.2,100,69.2,100,100,FALSE
Oklahoma,4032460,Wewoka Public Schools,26,260,69.2,100,73.1,100,76.9,FALSE
Oregon,4105080,Enterprise School District 21,13,130,69.2,76.9,100,69.2,100,FALSE
Oregon,4106740,Jefferson County School District 509J,159,1590,69.2,98.7,100,100,84.9,FALSE
Texas,4816500,Decatur Independent School District,117,1170,69.2,87.2,92.3,100,70.9,FALSE
Texas,4822980,Henrietta Independent School District,39,390,69.2,100,87.2,100,76.9,FALSE
Vermont,5000024,Rivendell Interstate School District,13,130,69.2,100,84.6,84.6,76.9,FALSE
Virginia,5102710,Northampton County Public Schools,65,650,69.2,73.8,92.3,95.4,100,FALSE
Washington,5307140,Raymond School District,13,130,69.2,100,76.9,100,69.2,FALSE
Wisconsin,5504440,Evansville Community School District,65,650,69.2,100,75.4,100,69.2,FALSE
Wisconsin,5513980,Solon Springs School District,13,130,69.2,100,69.2,100,100,FALSE
Kentucky,2105070,Rockcastle County School District,94,940,69.1,89.4,75.5,100,77.7,FALSE
Michigan,2615830,Roscommon Area Public Schools,55,550,69.1,92.7,100,92.7,76.4,FALSE
New York,3616980,North Rose-Wolcott Central School District,55,550,69.1,87.3,83.6,100,100,FALSE
Ohio,3904447,New Lexington City School District,97,970,69.1,100,100,100,72.2,FALSE
South Carolina,4501560,Chesterfield County School District,282,2820,69.1,90.1,80.5,98.9,78.4,FALSE
Utah,4900060,Beaver School District,55,550,69.1,100,100,100,72.7,FALSE
Illinois,1715180,Fisher Community Unit School District 1,29,290,69,100,100,86.2,75.9,FALSE
Kansas,2008340,Lansing Unified School District 469,71,710,69,95.8,85.9,100,70.4,FALSE
Maine,2314805,Regional School Unit 73,71,710,69,95.8,94.4,78.9,97.2,FALSE
Michigan,2625400,N.I.C.E. Community Schools,42,420,69,100,100,100,100,FALSE
Mississippi,2803090,Nettleton School District,29,290,69,96.6,100,100,69,FALSE
Montana,3007140,Columbia Falls High School District,113,1130,69,100,100,100,88.5,FALSE
New Jersey,3413110,Pittsgrove Township School District,58,580,69,100,89.7,100,75.9,FALSE
New York,3613380,Hamilton Central School District,29,290,69,100,82.8,93.1,75.9,FALSE
New York,3618480,Marcellus Central School District,58,580,69,100,86.2,100,81,FALSE
Pennsylvania,4206860,Corry Area School District,84,840,69,100,100,100,71.4,FALSE
Tennessee,4700600,Chester County School District,126,1260,69,100,99.2,100,81,FALSE
Texas,4817790,Early Independent School District,29,290,69,100,100,100,69,FALSE
Texas,4821810,Groesbeck Independent School District,58,580,69,100,82.8,100,75.9,FALSE
Washington,5304920,Mead School District,336,3360,69,100,95.5,100,72.6,FALSE
New Hampshire,3304760,Merrimack Valley School District,103,1030,68.9,99,100,100,68.9,FALSE
Ohio,3904892,Benton-Carroll-Salem Local School District,45,450,68.9,100,100,100,68.9,FALSE
Oklahoma,4015480,Inola Public Schools,74,740,68.9,86.5,86.5,100,70.3,FALSE
Alabama,102040,Lawrence County School District,205,2050,68.8,95.6,83.4,99,82,FALSE
Arkansas,504370,Rector School District,16,160,68.8,100,100,100,81.2,FALSE
California,609030,Clovis Unified School District,1817,18170,68.8,100,100,100,79,FALSE
Florida,1200120,Bradford County School District,157,1570,68.8,99.4,94.9,100,69.4,FALSE
Idaho,1602850,Salmon School District 291,32,320,68.8,100,100,100,68.8,FALSE
Illinois,1712930,Earlville Community Unit School District 9,16,160,68.8,100,68.8,100,100,FALSE
Iowa,1900009,Colfax-Mingo Community School District,32,320,68.8,100,87.5,100,100,FALSE
Iowa,1909600,Durant Community School District,16,160,68.8,100,68.8,68.8,68.8,FALSE
Iowa,1928110,Turkey Valley Community School District,32,320,68.8,100,81.2,93.8,100,FALSE
Kansas,2012090,Sublette Unified School District 374,16,160,68.8,100,68.8,100,100,FALSE
Kentucky,2103750,Magoffin County School District,80,800,68.8,82.5,77.5,100,97.5,FALSE
Minnesota,2703660,Barnesville Public School District,48,480,68.8,100,100,72.9,75,FALSE
Missouri,2909120,Clarkton C-4 School District,16,160,68.8,100,93.8,93.8,100,FALSE
New Hampshire,3301500,Andover School District,16,160,68.8,100,100,93.8,68.8,FALSE
North Dakota,3800401,Park River Area Public School District 8,16,160,68.8,100,87.5,81.2,68.8,FALSE
Ohio,3904816,Keystone Local School District,80,800,68.8,100,100,100,73.8,FALSE
Texas,4816290,Danbury Independent School District,32,320,68.8,100,100,100,71.9,FALSE
Texas,4829460,Maud Independent School District,16,160,68.8,100,93.8,100,68.8,FALSE
Texas,4840740,Somerset Independent School District,93,930,68.8,84.9,76.3,100,84.9,FALSE
Washington,5300780,Burlington-Edison School District,93,930,68.8,100,100,100,93.5,FALSE
Wisconsin,5508280,Luck School District,16,160,68.8,100,75,81.2,100,FALSE
California,629550,Palm Springs Unified School District,892,8920,68.7,100,100,100,90.9,FALSE
Georgia,1303000,Jeff Davis County School District,99,990,68.7,100,85.9,100,68.7,FALSE
Georgia,1305370,Walker County School District,422,4220,68.7,100,94.1,100,78.9,FALSE
Michigan,2621870,L'Anse Creuse Public Schools,383,3830,68.7,100,100,100,80.4,FALSE
Pennsylvania,4202670,Athens Area School District,115,1150,68.7,98.3,100,100,79.1,FALSE
Tennessee,4700900,Cumberland County School District,313,3130,68.7,93.3,88.8,100,85.3,FALSE
Wisconsin,5500510,Ashland School District,83,830,68.7,95.2,83.1,96.4,100,FALSE
Wisconsin,5504830,Franklin Public School District,198,1980,68.7,100,100,100,86.4,FALSE
Wisconsin,5511940,Plymouth School District,67,670,68.7,100,73.1,100,100,FALSE
Georgia,1305100,Treutlen County School District,51,510,68.6,100,100,100,100,FALSE
Illinois,1720380,Jasper County Community Unit School District 1,51,510,68.6,100,98,90.2,100,FALSE
Kentucky,2102580,Harrison County School District,156,1560,68.6,100,100,100,73.1,FALSE
Michigan,2624960,Napoleon Community Schools,51,510,68.6,100,100,92.2,72.5,FALSE
New York,3614310,Heuvelton Central School District,35,350,68.6,100,91.4,71.4,100,FALSE
Vermont,5000403,Harwood Unified School District,51,510,68.6,100,74.5,90.2,86.3,FALSE
Washington,5310140,Yelm Community Schools,239,2390,68.6,97.1,99.6,100,74.5,FALSE
Arkansas,502580,Ashdown School District,73,730,68.5,100,100,100,75.3,FALSE
Indiana,1803930,Goshen Community Schools,308,3080,68.5,100,100,100,79.5,FALSE
Michigan,2611600,Dearborn City School District,959,9590,68.5,100,100,100,80.5,FALSE
Wisconsin,5503690,Dodgeville School District,54,540,68.5,100,75.9,100,83.3,FALSE
Alabama,102130,Linden City School District,19,190,68.4,73.7,100,94.7,68.4,FALSE
Arkansas,502250,Alma School District,114,1140,68.4,100,100,96.5,70.2,FALSE
Illinois,1725000,Massac Unit School District 1,57,570,68.4,78.9,100,100,71.9,FALSE
Illinois,1737830,Stewardson-Strasburg Community Unit District 5A,19,190,68.4,100,68.4,100,100,FALSE
Iowa,1914850,Iowa Valley Community School District,19,190,68.4,100,68.4,100,100,FALSE
Iowa,1920760,Central Springs Community School District,38,380,68.4,94.7,86.8,71.1,94.7,FALSE
Kansas,2007710,Inman Unified School District 448,19,190,68.4,100,68.4,100,100,FALSE
Kansas,2011880,St. Francis Community Schools Unified School District 297,19,190,68.4,100,100,68.4,100,FALSE
Kentucky,2104050,Meade County School District,152,1520,68.4,96.7,92.8,97.4,76.3,FALSE
Michigan,2610590,Comstock Public Schools,155,1550,68.4,98.7,100,100,82.6,FALSE
Michigan,2612240,Dryden Community Schools,19,190,68.4,94.7,100,100,94.7,FALSE
Michigan,2628530,Plainwell Community Schools,79,790,68.4,82.3,100,97.5,78.5,FALSE
Mississippi,2804080,South Pike School District,79,790,68.4,83.5,96.2,100,84.8,FALSE
Nebraska,3101992,Elmwood-Murdock Public Schools,19,190,68.4,100,78.9,100,68.4,FALSE
New Jersey,3412990,Pine Hill Borough School District,79,790,68.4,100,100,100,94.9,FALSE
New York,3607680,Cleveland Hill Union Free School District,98,980,68.4,100,100,100,100,FALSE
New York,3624570,Richfield Springs Central School District,19,190,68.4,78.9,78.9,100,100,FALSE
Ohio,3904596,New Knoxville Local School District,19,190,68.4,100,100,100,68.4,FALSE
Oklahoma,4022560,Oilton Public Schools,19,190,68.4,100,100,100,73.7,FALSE
Pennsylvania,4222200,Southeastern Greene School District,38,380,68.4,100,100,100,81.6,FALSE
Vermont,5003450,Danville School District,19,190,68.4,100,89.5,94.7,89.5,FALSE
Wisconsin,5507500,Kohler School District,19,190,68.4,100,78.9,100,100,FALSE
Alabama,101380,Etowah County School District,451,4510,68.3,100,96.5,100,76.5,FALSE
California,611520,Duarte Unified School District,186,1860,68.3,100,100,100,96.8,FALSE
Colorado,802940,Cheyenne Mountain School District 12,101,1010,68.3,100,100,100,76.2,FALSE
Michigan,2614100,Farwell Area Schools,60,600,68.3,81.7,100,98.3,100,FALSE
Missouri,2902850,Adrian R-III School District,41,410,68.3,100,100,100,87.8,FALSE
Missouri,2918270,Lebanon R-III School District,189,1890,68.3,100,76.2,100,84.1,FALSE
Nevada,3200210,Humboldt County School District,139,1390,68.3,100,87.8,100,75.5,FALSE
Nevada,3200510,White Pine County School District,41,410,68.3,82.9,100,100,87.8,FALSE
New York,3604290,Beekmantown Central School District,63,630,68.3,100,90.5,74.6,85.7,FALSE
New York,3607860,Clyde-Savannah Central School District,60,600,68.3,100,100,96.7,100,FALSE
Ohio,3904922,Southeast Local School District,63,630,68.3,100,100,100,69.8,FALSE
Pennsylvania,4203870,Blue Mountain School District,120,1200,68.3,100,100,100,68.3,FALSE
Texas,4809570,Bastrop Independent School District,540,5400,68.3,100,87,99.8,78.7,FALSE
Texas,4813650,Chapel Hill Independent School District,164,1640,68.3,97,97,100,81.7,FALSE
Virginia,5103780,Sussex County Public Schools,60,600,68.3,81.7,98.3,100,75,FALSE
Washington,5308700,Tacoma Public Schools,1562,15620,68.3,100,100,100,83.8,FALSE
Washington,5309270,Vancouver Public Schools,1054,10540,68.3,100,100,100,82.1,FALSE
Arizona,408850,Vail Unified District,525,5250,68.2,100,93.1,100,71.4,FALSE
Arizona,409430,Window Rock Unified District,66,660,68.2,74.2,93.9,100,100,FALSE
Arkansas,506360,Fouke School District,44,440,68.2,100,70.5,100,68.2,FALSE
Arkansas,513530,Vilonia School District,157,1570,68.2,100,100,100,71.3,FALSE
Georgia,1302940,Jackson County School District,396,3960,68.2,100,88.4,100,78.3,FALSE
Illinois,1701382,Thompsonville Community Unit School District 174,22,220,68.2,100,95.5,100,77.3,FALSE
Iowa,1919590,Montezuma Community School District,22,220,68.2,100,95.5,100,68.2,FALSE
Iowa,1920100,Murray Community School District,22,220,68.2,90.9,72.7,77.3,100,FALSE
Mississippi,2800990,Choctaw County School District,44,440,68.2,95.5,95.5,100,100,FALSE
Nebraska,3100096,Friend Public Schools,22,220,68.2,100,68.2,95.5,100,FALSE
Nebraska,3173090,Loup City Public Schools,22,220,68.2,90.9,86.4,100,100,FALSE
New York,3627120,Sodus Central School District,44,440,68.2,100,70.5,100,95.5,FALSE
North Carolina,3701320,Edgecombe County Schools,223,2230,68.2,100,100,100,74.4,FALSE
North Carolina,3703510,Pamlico County Schools,44,440,68.2,88.6,100,100,70.5,FALSE
Ohio,3904950,Huntington Local School District,22,220,68.2,90.9,100,100,77.3,FALSE
Washington,5307650,San Juan Island School District,44,440,68.2,100,100,100,68.2,FALSE
Wisconsin,5506840,Iola-Scandinavia School District,22,220,68.2,100,68.2,100,100,FALSE
Wisconsin,5510500,New Glarus School District,22,220,68.2,100,81.8,95.5,68.2,FALSE
Georgia,1305550,Wayne County School District,191,1910,68.1,92.7,82.7,99.5,74.9,FALSE
Idaho,1600139,Mountain View School District 244,72,720,68.1,97.2,100,97.2,70.8,FALSE
Illinois,1708400,Consolidated High School District 230,956,9560,68.1,100,99,100,92.2,FALSE
Indiana,1806510,Martinsville Schools Metropolitan School District,188,1880,68.1,100,100,100,70.2,FALSE
New Mexico,3500180,Belen Consolidated Schools,144,1440,68.1,97.2,97.9,100,76.4,FALSE
Pennsylvania,4213770,Penn Cambria School District,69,690,68.1,100,100,100,68.1,FALSE
Arkansas,500082,Lawrence County School District,50,500,68,100,98,100,70,FALSE
Arkansas,505550,Earle School District,25,250,68,100,100,100,68,FALSE
Connecticut,900960,Coventry School District,75,750,68,100,97.3,97.3,72,FALSE
Illinois,1700109,Ridgeview Community Unit School District 19,25,250,68,100,80,88,100,FALSE
Kentucky,2104500,Ohio County School District,169,1690,68,96.4,88.2,100,88.2,FALSE
Michigan,2618570,Hopkins Public Schools,50,500,68,100,100,100,88,FALSE
Michigan,2626970,Oscoda Area Schools,75,750,68,100,100,100,68,FALSE
Minnesota,2700023,Buffalo Lake-Hector-Stewart Public Schools,25,250,68,100,100,100,84,FALSE
Missouri,2915420,Iberia R-V School District,25,250,68,88,100,88,72,FALSE
New York,3600012,Bolivar-Richburg Central School District,25,250,68,100,76,100,100,FALSE
North Dakota,3800031,Hazen Public School District 3,25,250,68,100,100,100,68,FALSE
Oklahoma,4021930,Nowata Public Schools,50,500,68,100,100,100,100,FALSE
Oregon,4100640,Myrtle Point School District 41,25,250,68,100,100,100,100,FALSE
Rhode Island,4400540,Johnston School District,228,2280,68,100,100,100,93.9,FALSE
South Carolina,4503460,Saluda County School District,97,970,68,85.6,84.5,100,85.6,FALSE
South Dakota,4621340,Elk Point-Jefferson School District 61-7,50,500,68,100,100,100,68,FALSE
Vermont,5009600,North Country Senior UHSD 22,50,500,68,100,70,80,100,FALSE
Washington,5301170,Chehalis School District,97,970,68,100,100,100,88.7,FALSE
California,643410,Yreka Union High School District,112,1120,67.9,92.9,100,100,92,FALSE
Iowa,1903390,Allamakee Community School District,53,530,67.9,100,98.1,69.8,69.8,FALSE
Kansas,2000030,Republic County-Hillcrest Rural Schools Unified School District 109,28,280,67.9,100,96.4,96.4,100,FALSE
Kansas,2011700,Silver Lake Unified School District 372,28,280,67.9,100,82.1,82.1,100,FALSE
Kentucky,2100081,Muhlenberg County School District,187,1870,67.9,88.8,88.8,100,86.6,FALSE
Michigan,2604290,Beal City Public Schools,28,280,67.9,100,100,75,85.7,FALSE
Michigan,2613560,Evart Public Schools,28,280,67.9,67.9,100,75,100,FALSE
New Jersey,3408220,Lakewood Township School District,2744,27440,67.9,100,100,100,83.5,FALSE
New Mexico,3500750,Dexter Consolidated Schools,28,280,67.9,75,75,100,67.9,FALSE
Oklahoma,4000033,Keys Public Schools,28,280,67.9,100,85.7,96.4,85.7,FALSE
Texas,4826340,La Villa Independent School District,28,280,67.9,100,100,100,100,FALSE
Texas,4826370,Lackland Independent School District,28,280,67.9,100,75,100,100,FALSE
Washington,5302610,Ephrata School District,137,1370,67.9,100,88.3,100,88.3,FALSE
West Virginia,5400720,Marion County School District,330,3300,67.9,99.4,92.4,99.7,86.7,FALSE
Alabama,101290,Elmore County School District,494,4940,67.8,99.2,91.7,99.8,70.4,FALSE
Arkansas,500028,Star City School District,59,590,67.8,100,100,100,67.8,FALSE
California,608190,Charter Oak Unified School District,258,2580,67.8,100,100,100,85.3,FALSE
California,616323,Gustine Unified School District,59,590,67.8,100,100,100,100,FALSE
Indiana,1802280,Whitley County Consolidated Schools,149,1490,67.8,100,100,100,100,FALSE
Michigan,2608730,Charlevoix Public Schools,59,590,67.8,96.6,100,100,72.9,FALSE
Michigan,2627150,Ovid-Elsie Area Schools,59,590,67.8,100,100,94.9,72.9,FALSE
New York,3612630,Greece Central School District,522,5220,67.8,100,100,100,92.5,FALSE
Washington,5302940,Franklin Pierce School District,376,3760,67.8,100,100,100,100,FALSE
Wisconsin,5512240,Prescott School District,87,870,67.8,100,100,98.9,69,FALSE
California,618210,Imperial Unified School District,192,1920,67.7,100,100,93.2,97.4,FALSE
Iowa,1903060,AGWSR Community School District,31,310,67.7,100,71,96.8,100,FALSE
Minnesota,2728380,Pine City Public School District,65,650,67.7,100,100,67.7,78.5,FALSE
Missouri,2915480,Independence 30 School District,691,6910,67.7,100,100,100,87.3,FALSE
Montana,3020100,Park High School District,99,990,67.7,100,100,100,67.7,FALSE
New Hampshire,3307050,White Mountain Regional School District,31,310,67.7,96.8,93.5,87.1,83.9,FALSE
New York,3604920,East Bloomfield Central School District,31,310,67.7,100,80.6,93.5,100,FALSE
New York,3606470,Canton Central School District,65,650,67.7,75.4,83.1,87.7,100,FALSE
New York,3608970,Yorkshire-Pioneer Central School District,99,990,67.7,100,83.8,97,84.8,FALSE
Pennsylvania,4202550,Apollo-Ridge School District,31,310,67.7,100,96.8,100,74.2,FALSE
Pennsylvania,4204500,Burgettstown Area School District,62,620,67.7,100,100,100,67.7,FALSE
Washington,5305700,North Beach School District,31,310,67.7,100,71,100,67.7,FALSE
Arizona,400212,Benson Unified School District,34,340,67.6,100,100,100,67.6,FALSE
Colorado,804830,Johnstown-Milliken School District RE-5J,287,2870,67.6,100,100,100,92,FALSE
Illinois,1700332,Schuyler-Industry Community Unit School District 5,34,340,67.6,100,76.5,79.4,88.2,FALSE
Illinois,1703690,Amboy Community Unit School District 272,37,370,67.6,100,86.5,100,100,FALSE
