state_name,schooldistrict_code,sd_name,n_points,total_children,Overall,Head Start,Pre-K,Family Child Care,Child Care Center,low_sample
Alabama,100003,Maxwell AFB School District,11,110,100,100,100,100,100,FALSE
Alaska,200003,Lower Yukon School District,14,140,100,100,100,100,100,FALSE
Alaska,200007,Aleutians East Borough School District,13,130,100,100,100,100,100,FALSE
Alaska,200070,Copper River School District,25,250,100,100,100,100,100,FALSE
Alaska,200090,Craig City School District,1,10,100,100,100,100,100,TRUE
Alaska,200100,Delta/Greely School District,29,290,100,100,100,100,100,FALSE
Alaska,200180,Anchorage School District,2289,22890,100,100,100,100,100,FALSE
Alaska,200485,Lake and Peninsula Borough School District,11,110,100,100,100,100,100,FALSE
Alaska,200510,Matanuska-Susitna Borough School District,861,8610,100,100,100,100,100,FALSE
Alaska,200520,Iditarod Area School District,15,150,100,100,100,100,100,FALSE
Alaska,200600,Fairbanks North Star Borough School District,792,7920,100,100,100,100,100,FALSE
Alaska,200730,Chatham School District,8,80,100,100,100,100,100,FALSE
Alaska,200760,Kuspuk School District,8,80,100,100,100,100,100,FALSE
Alaska,200770,Denali Borough School District,9,90,100,100,100,100,100,FALSE
Alaska,200775,Yukon Flats School District,7,70,100,100,100,100,100,FALSE
Alaska,200780,Valdez City School District,6,60,100,100,100,100,100,FALSE
Alaska,200810,Wrangell School District,14,140,100,100,100,100,100,FALSE
Alaska,200862,Yukon-Koyukuk School District,22,220,100,100,100,100,100,FALSE
Arizona,400022,Vernon Elementary District,8,80,100,100,100,100,100,FALSE
Arizona,400026,Heber-Overgaard Unified District,12,120,100,100,100,100,100,FALSE
Arizona,400480,Aguila Elementary District,1,10,100,100,100,100,100,TRUE
Arizona,400910,Ash Fork Joint Unified District,15,150,100,100,100,100,100,FALSE
Arizona,401160,Bicentennial Union High School District,22,220,100,100,100,100,100,FALSE
Arizona,401260,Bonita Elementary District,4,40,100,100,100,100,100,TRUE
Arizona,401330,Bowie Unified District,6,60,100,100,100,100,100,FALSE
Arizona,401650,Canon Elementary District,11,110,100,100,100,100,100,FALSE
Arizona,402130,Cochise Elementary District,2,20,100,100,100,100,100,TRUE
Arizona,402220,Congress Elementary District,12,120,100,100,100,100,100,FALSE
Arizona,402820,Empire Elementary District,5,50,100,100,100,100,100,FALSE
Arizona,403080,Fredonia-Moccasin Unified District,36,360,100,100,100,100,100,FALSE
Arizona,403660,Hackberry School District,16,160,100,100,100,100,100,FALSE
Arizona,404170,Kirkland Elementary District,5,50,100,100,100,100,100,FALSE
Arizona,404200,Klondyke Elementary District,4,40,100,100,100,100,100,TRUE
Arizona,404820,Mayer Unified District,14,140,100,100,100,100,100,FALSE
Arizona,404860,McNary Elementary District,1,10,100,100,100,100,100,TRUE
Arizona,404920,McNeal Elementary District,3,30,100,100,100,100,100,TRUE
Arizona,405100,Mobile Elementary District,10,100,100,100,100,100,100,FALSE
Arizona,405340,Morristown Elementary District,14,140,100,100,100,100,100,FALSE
Arizona,405460,Nadaburg Unified School District,52,520,100,100,100,100,100,FALSE
Arizona,405640,Oracle Elementary District,21,210,100,100,100,100,100,FALSE
Arizona,406120,Peach Springs Unified District,4,40,100,100,100,100,100,TRUE
Arizona,406630,Pomerene Elementary District,1,10,100,100,100,100,100,TRUE
Arizona,406870,Red Mesa Unified District,44,440,100,100,100,100,100,FALSE
Arizona,406930,Redington Elementary District,4,40,100,100,100,100,100,TRUE
Arizona,407130,Round Valley Unified District,95,950,100,100,100,100,100,FALSE
Arizona,407380,San Fernando Elementary District,1,10,100,100,100,100,100,TRUE
Arizona,407430,San Simon Unified District,4,40,100,100,100,100,100,TRUE
Arizona,407500,Santa Cruz Elementary District,20,200,100,100,100,100,100,FALSE
Arizona,407630,Seligman Unified District,6,60,100,100,100,100,100,FALSE
Arizona,407680,Sentinel Elementary District,3,30,100,100,100,100,100,TRUE
Arizona,407700,Show Low Unified District,65,650,100,100,100,100,100,FALSE
Arizona,407820,Snowflake Unified District,114,1140,100,100,100,100,100,FALSE
Arizona,408080,St. Johns Unified District,16,160,100,100,100,100,100,FALSE
Arizona,408430,Paloma School District,1,10,100,100,100,100,100,TRUE
Arizona,408460,Hillside Elementary District,2,20,100,100,100,100,100,TRUE
Arizona,408880,Valentine Elementary District,2,20,100,100,100,100,100,TRUE
Arizona,408910,Valley Union High School District,9,90,100,100,100,100,100,FALSE
Arizona,409030,Walnut Grove Elementary District,4,40,100,100,100,100,100,TRUE
Arizona,409310,Williams Unified District,55,550,100,100,100,100,100,FALSE
Arizona,409360,Williamson Valley Elementary School District,11,110,100,100,100,100,100,FALSE
Arizona,409510,Yarnell Elementary District,3,30,100,100,100,100,100,TRUE
Arizona,409540,Young Elementary School District,5,50,100,100,100,100,100,FALSE
Arizona,409570,Yucca Elementary District,2,20,100,100,100,100,100,TRUE
Arkansas,500032,Bearden School District,31,310,100,100,100,100,100,FALSE
Arkansas,500072,Deer/Mount Judea School District,1,10,100,100,100,100,100,TRUE
Arkansas,502700,Bald Knob School District,28,280,100,100,100,100,100,FALSE
Arkansas,503770,Caddo Hills School District,17,170,100,100,100,100,100,FALSE
Arkansas,504680,Cotter School District,43,430,100,100,100,100,100,FALSE
Arkansas,507710,Hermitage School District,18,180,100,100,100,100,100,FALSE
Arkansas,507740,Cross County School District,26,260,100,100,100,100,100,FALSE
Arkansas,508490,Kirby School District,16,160,100,100,100,100,100,FALSE
Arkansas,508700,Lamar School District,60,600,100,100,100,100,100,FALSE
Arkansas,508730,Lavaca Public Schools,33,330,100,100,100,100,100,FALSE
Arkansas,509190,Magnet Cove School District,10,100,100,100,100,100,100,FALSE
Arkansas,510260,Mountainburg Schools,40,400,100,100,100,100,100,FALSE
Arkansas,510560,Norfork Schools,29,290,100,100,100,100,100,FALSE
Arkansas,510980,Ouachita School District,6,60,100,100,100,100,100,FALSE
Arkansas,511370,Piggott School District,35,350,100,100,100,100,100,FALSE
Arkansas,511700,Pottsville Public Schools,59,590,100,100,100,100,100,FALSE
Arkansas,512570,South Side-Bee Branch School District,8,80,100,100,100,100,100,FALSE
California,600011,Fort Sage Unified School District,6,60,100,100,100,100,100,FALSE
California,600018,Mountain Valley Unified School District,8,80,100,100,100,100,100,FALSE
California,600022,Mendota Unified School District,94,940,100,100,100,100,100,FALSE
California,600026,El Tejon Unified School District,10,100,100,100,100,100,100,FALSE
California,600031,Big Sur Unified School District,4,40,100,100,100,100,100,TRUE
California,600033,Dos Palos-Oro Loma Joint Unified School District,71,710,100,100,100,100,100,FALSE
California,600038,Mattole Unified School District,4,40,100,100,100,100,100,TRUE
California,600039,Delhi Unified School District,81,810,100,100,100,100,100,FALSE
California,600040,Riverdale Joint Unified School District,60,600,100,100,100,100,100,FALSE
California,600046,Gonzales Unified School District,93,930,100,100,100,100,100,FALSE
California,600060,Hughson Unified School District,59,590,100,100,100,100,100,FALSE
California,600061,Riverbank Unified School District,148,1480,100,100,100,100,100,FALSE
California,600063,Waterford Unified School District,83,830,100,100,100,100,100,FALSE
California,601426,Bonsall Unified School District,142,1420,100,100,100,100,100,FALSE
California,602010,Alpaugh Unified School District,13,130,100,100,100,100,100,FALSE
California,602571,Banta Unified School District,98,980,100,100,100,100,100,FALSE
California,603610,Baker Valley Unified School District,7,70,100,100,100,100,100,FALSE
California,604020,Barstow Unified School District,299,2990,100,100,100,100,100,FALSE
California,604230,Bear Valley Unified School District,13,130,100,100,100,100,100,FALSE
California,604950,Big Pine Unified School District,12,120,100,100,100,100,100,FALSE
California,605010,Big Valley Joint Unified School District,14,140,100,100,100,100,100,FALSE
California,606006,Trinity Alps Unified School District (9-12),46,460,100,100,100,100,100,FALSE
California,606016,Dinuba Unified School District (9-12),45,450,100,100,100,100,100,FALSE
California,606020,Lammersville Joint Unified School District (9-12),8,80,100,100,100,100,100,FALSE
California,606021,Bishop Unified School District (9-12),12,120,100,100,100,100,100,FALSE
California,606022,Santa Paula Unified School District (9-12),66,660,100,100,100,100,100,FALSE
California,606026,Woodlake Unified School District (9-12),19,190,100,100,100,100,100,FALSE
California,606038,Healdsburg Unified School District (7-12),3,30,100,100,100,100,100,TRUE
California,606990,Calipatria Unified School District,55,550,100,100,100,100,100,FALSE
California,607970,Central Unified School District,699,6990,100,100,100,100,100,FALSE
California,609665,Leggett Valley Unified School District,8,80,100,100,100,100,100,FALSE
California,609690,Corcoran Joint Unified School District,163,1630,100,100,100,100,100,FALSE
California,610680,Death Valley Unified School District,2,20,100,100,100,100,100,TRUE
California,611100,Desert Center Unified School District,8,80,100,100,100,100,100,FALSE
California,611700,Dunsmuir Joint Union High School District,21,210,100,100,100,100,100,FALSE
California,611870,Eastern Sierra Unified School District,4,40,100,100,100,100,100,TRUE
California,613920,Fontana Unified School District,1393,13930,100,100,100,100,100,FALSE
California,615150,Geyserville Unified School District,7,70,100,100,100,100,100,FALSE
California,617430,Holtville Unified School District,69,690,100,100,100,100,100,FALSE
California,619260,Jurupa Unified School District,792,7920,100,100,100,100,100,FALSE
California,619650,South Monterey County Joint Union High School District,485,4850,100,100,100,100,100,FALSE
California,622050,Live Oak Unified School District,120,1200,100,100,100,100,100,FALSE
California,622440,Lone Pine Unified School District,13,130,100,100,100,100,100,FALSE
California,622860,Los Molinos Unified School District,31,310,100,100,100,100,100,FALSE
California,623820,Maricopa Unified School District,4,40,100,100,100,100,100,TRUE
California,624230,McFarland Unified School District,142,1420,100,100,100,100,100,FALSE
California,625230,Mojave Unified School District,164,1640,100,100,100,100,100,FALSE
California,627200,Newman-Crows Landing Unified School District,104,1040,100,100,100,100,100,FALSE
California,629190,Owens Valley Unified School District,5,50,100,100,100,100,100,FALSE
California,629370,Pacific Grove Unified School District,73,730,100,100,100,100,100,FALSE
California,631380,Pope Valley Union Elementary School District,9,90,100,100,100,100,100,FALSE
California,631620,Princeton Joint Unified School District,18,180,100,100,100,100,100,FALSE
California,633720,Round Valley Unified School District,22,220,100,100,100,100,100,FALSE
California,636450,Shandon Joint Unified School District,30,300,100,100,100,100,100,FALSE
California,636805,Sierra Unified School District,67,670,100,100,100,100,100,FALSE
California,637630,Southern Trinity Joint Unified School District,2,20,100,100,100,100,100,TRUE
California,638070,Stony Creek Joint Unified School District,3,30,100,100,100,100,100,TRUE
California,638520,Surprise Valley Joint Unified School District,2,20,100,100,100,100,100,TRUE
California,638730,Taft Union High School District,127,1270,100,100,100,100,100,FALSE
California,642300,Westwood Unified School District,32,320,100,100,100,100,100,FALSE
California,691134,Golden Plains Unified School District,83,830,100,100,100,100,100,FALSE
California,699001,Gridley Unified School District (9-12),21,210,100,100,100,100,100,FALSE
California,699004,Sierra Unified School District (9-12),2,20,100,100,100,100,100,TRUE
California,699005,Orland Joint Unified School District (9-12),7,70,100,100,100,100,100,FALSE
California,699007,Eureka City Unified School District (9-12),18,180,100,100,100,100,100,FALSE
California,699008,Upper Lake Unified School District (9-12),12,120,100,100,100,100,100,FALSE
California,699009,Coast Unified School District (9-12),3,30,100,100,100,100,100,TRUE
California,699010,Paso Robles Joint Unified School District (9-12),29,290,100,100,100,100,100,FALSE
California,699012,Hughson Unified School District (9-12),26,260,100,100,100,100,100,FALSE
California,699013,Oakdale Joint Unified School District (9-12),11,110,100,100,100,100,100,FALSE
California,699014,Nevada Joint Union High School District (9-12),5,50,100,100,100,100,100,FALSE
Colorado,800001,Cheyenne County School District RE-5,5,50,100,100,100,100,100,FALSE
Colorado,800018,Idalia School District RJ-3,4,40,100,100,100,100,100,TRUE
Colorado,800019,Liberty School District J-4,9,90,100,100,100,100,100,FALSE
Colorado,801980,Agate School District 300,4,40,100,100,100,100,100,TRUE
Colorado,802010,Aguilar Reorganized School District 6,9,90,100,100,100,100,100,FALSE
Colorado,802130,South Conejos School District RE-10,12,120,100,100,100,100,100,FALSE
Colorado,802220,Arickaree School District R-2,1,10,100,100,100,100,100,TRUE
Colorado,802460,Bethune School District R-5,5,50,100,100,100,100,100,FALSE
Colorado,802760,Campo School District RE-6,2,20,100,100,100,100,100,TRUE
Colorado,802880,Cheraw School District 31,3,30,100,100,100,100,100,TRUE
Colorado,803120,Fremont RE-3,6,60,100,100,100,100,100,FALSE
Colorado,803150,Creede School District,3,30,100,100,100,100,100,TRUE
Colorado,803270,Deer Trail School District 26J,38,380,100,100,100,100,100,FALSE
Colorado,803390,Dolores School District RE-4A,35,350,100,100,100,100,100,FALSE
Colorado,803630,Edison School District 54-JT,5,50,100,100,100,100,100,FALSE
Colorado,803930,Frenchman School District RE-3,3,30,100,100,100,100,100,TRUE
Colorado,804230,Gilpin County School District RE-1,12,120,100,100,100,100,100,FALSE
Colorado,804290,Granada School District RE-1,5,50,100,100,100,100,100,FALSE
Colorado,804500,Hanover School District 28,24,240,100,100,100,100,100,FALSE
Colorado,804560,Haxtun School District RE-2J,6,60,100,100,100,100,100,FALSE
Colorado,804680,Holly School District RE-3,1,10,100,100,100,100,100,TRUE
Colorado,804710,Holyoke School District RE-1J,41,410,100,100,100,100,100,FALSE
Colorado,804860,Julesburg School District RE-1,13,130,100,100,100,100,100,FALSE
Colorado,804890,Karval School District RE-23,2,20,100,100,100,100,100,TRUE
Colorado,805010,Kiowa School District C-2,17,170,100,100,100,100,100,FALSE
Colorado,805250,Las Animas School District RE-1,22,220,100,100,100,100,100,FALSE
Colorado,805340,Lone Star School District 101,8,80,100,100,100,100,100,FALSE
Colorado,805520,Manzanola School District 3J,3,30,100,100,100,100,100,TRUE
Colorado,805580,McClave School District RE-2,1,10,100,100,100,100,100,TRUE
Colorado,805640,Buffalo School District RE-4,5,50,100,100,100,100,100,FALSE
Colorado,805670,Miami-Yoder School District 60-JT,33,330,100,100,100,100,100,FALSE
Colorado,805910,South Routt School District RE-3,10,100,100,100,100,100,100,FALSE
Colorado,805940,Otis School District R-3,8,80,100,100,100,100,100,FALSE
Colorado,806000,Revere School District,4,40,100,100,100,100,100,TRUE
Colorado,806300,Mountain Valley School District RE-1,4,40,100,100,100,100,100,TRUE
Colorado,806420,Sangre de Cristo School District RE-22J,10,100,100,100,100,100,100,FALSE
Colorado,806450,Sargent School District RE-33J,12,120,100,100,100,100,100,FALSE
Colorado,806570,Silverton School District 1,3,30,100,100,100,100,100,TRUE
Colorado,806600,Big Sandy School District 100J,7,70,100,100,100,100,100,FALSE
Colorado,806630,Springfield School District RE-4,14,140,100,100,100,100,100,FALSE
Colorado,806720,Prairie School District RE-11,2,20,100,100,100,100,100,TRUE
Colorado,806780,Stratton School District R-4,8,80,100,100,100,100,100,FALSE
Colorado,806810,Summit School District RE-1,1,10,100,100,100,100,100,TRUE
Colorado,806990,Vilas School District RE-5,3,30,100,100,100,100,100,TRUE
Colorado,807050,North Park School District R-1,3,30,100,100,100,100,100,TRUE
Colorado,807140,Weldon Valley School District RE-20J,3,30,100,100,100,100,100,TRUE
Colorado,807260,Primero Reorganized School District 2,13,130,100,100,100,100,100,FALSE
Connecticut,900390,Bozrah School District,12,120,100,100,100,100,100,FALSE
Connecticut,901950,Hartland School District,5,50,100,100,100,100,100,FALSE
Connecticut,904650,Union School District,1,10,100,100,100,100,100,TRUE
Connecticut,905160,Winchester School District,51,510,100,100,100,100,100,FALSE
Georgia,1305580,Webster County School District,12,120,100,100,100,100,100,FALSE
Idaho,1600010,Whitepine Joint School District 288,15,150,100,100,100,100,100,FALSE
Idaho,1600090,Arbon Elementary School District 383,2,20,100,100,100,100,100,TRUE
Idaho,1600180,Basin School District 72,10,100,100,100,100,100,100,FALSE
Idaho,1600330,Bliss Joint School District 234,3,30,100,100,100,100,100,TRUE
Idaho,1600540,Camas County School District 121,13,130,100,100,100,100,100,FALSE
Idaho,1600570,Cambridge Joint School District 432,20,200,100,100,100,100,100,FALSE
Idaho,1600630,Cascade School District 422,6,60,100,100,100,100,100,FALSE
Idaho,1600690,Castleford School District 417,14,140,100,100,100,100,100,FALSE
Idaho,1600720,Challis Joint School District 181,2,20,100,100,100,100,100,TRUE
Idaho,1600750,Clark County School District 161,8,80,100,100,100,100,100,FALSE
Idaho,1600870,Culdesac Joint School District 342,9,90,100,100,100,100,100,FALSE
Idaho,1600900,Dietrich School District 314,3,30,100,100,100,100,100,TRUE
Idaho,1601170,Garden Valley School District 71,5,50,100,100,100,100,100,FALSE
Idaho,1601200,Genesee Joint School District 282,19,190,100,100,100,100,100,FALSE
Idaho,1601230,Glenns Ferry Joint School District 192,21,210,100,100,100,100,100,FALSE
Idaho,1601740,Kootenai Joint School District 274,13,130,100,100,100,100,100,FALSE
Idaho,1601770,Kuna Joint School District 3,334,3340,100,100,100,100,100,FALSE
Idaho,1601830,Lapwai School District 341,11,110,100,100,100,100,100,FALSE
Idaho,1601920,Madison School District 321,352,3520,100,100,100,100,100,FALSE
Idaho,1601980,Marsing Joint School District 363,49,490,100,100,100,100,100,FALSE
Idaho,1602060,Meadows Valley School District 11,2,20,100,100,100,100,100,TRUE
Idaho,1602160,Midvale School District 433,2,20,100,100,100,100,100,TRUE
Idaho,1602220,Moscow School District 281,169,1690,100,100,100,100,100,FALSE
Idaho,1602280,Mullan School District 392,11,110,100,100,100,100,100,FALSE
Idaho,1602310,Murtaugh Joint School District 418,8,80,100,100,100,100,100,FALSE
Idaho,1602400,Nezperce Joint School District 302,16,160,100,100,100,100,100,FALSE
Idaho,1602430,North Gem School District 149,5,50,100,100,100,100,100,FALSE
Idaho,1602460,Notus School District 135,15,150,100,100,100,100,100,FALSE
Idaho,1602610,Pleasant Valley Elementary School District 364,7,70,100,100,100,100,100,FALSE
Idaho,1602670,Post Falls School District 273,496,4960,100,100,100,100,100,FALSE
Idaho,1602760,Richfield School District 316,7,70,100,100,100,100,100,FALSE
Idaho,1602820,Rockland School District 382,2,20,100,100,100,100,100,TRUE
Idaho,1602910,Shelley Joint School District 60,103,1030,100,100,100,100,100,FALSE
Idaho,1603030,South Lemhi School District 292,4,40,100,100,100,100,100,TRUE
Idaho,1603090,Sugar-Salem Joint School District 322,86,860,100,100,100,100,100,FALSE
Idaho,1603120,Swan Valley Elementary School District 92,5,50,100,100,100,100,100,FALSE
Idaho,1603210,Three Creek Joint Elementary School District 416,9,90,100,100,100,100,100,FALSE
Idaho,1603300,Wallace School District 393,12,120,100,100,100,100,100,FALSE
Idaho,1603400,West Jefferson School District 253,10,100,100,100,100,100,100,FALSE
Illinois,.,.,7,70,100,100,100,100,100,FALSE
Illinois,1700003,Blue Ridge Community Unit School District 18,18,180,100,100,100,100,100,FALSE
Illinois,1700004,Norris City-Omaha-Enfield Community Unit School District 3,18,180,100,100,100,100,100,FALSE
Illinois,1700102,Brussels Community Unit School District 42,5,50,100,100,100,100,100,FALSE
Illinois,1700105,A-C Central Community Unit School District 262,11,110,100,100,100,100,100,FALSE
Illinois,1700120,Lostant Community Unit School District 425,3,30,100,100,100,100,100,TRUE
Illinois,1700123,Meridian Community Unit School District 15,57,570,100,100,100,100,100,FALSE
Illinois,1700176,Cowden-Herrick Community Unit School District 3A,18,180,100,100,100,100,100,FALSE
Illinois,1701417,Bluford Unit School District 318,21,210,100,100,100,100,100,FALSE
Illinois,1701422,Woodlawn Unit District 209,8,80,100,100,100,100,100,FALSE
Illinois,1703450,Allendale Community Consolidated School District 17,10,100,100,100,100,100,100,FALSE
Illinois,1704230,Armstrong Township High School District 225,11,110,100,100,100,100,100,FALSE
Illinois,1705430,Beecher Community Unit School District 200U,42,420,100,100,100,100,100,FALSE
Illinois,1706600,Scott-Morgan Consolidated Unit School District 2,2,20,100,100,100,100,100,TRUE
Illinois,1708460,Carlyle Community Unit School District 1,53,530,100,100,100,100,100,FALSE
Illinois,1712810,Durand Community Unit School District 322,20,200,100,100,100,100,100,FALSE
Illinois,1713050,East Dubuque Community Unit School District 119,17,170,100,100,100,100,100,FALSE
Illinois,1714350,Erie Community Unit School District 1,30,300,100,100,100,100,100,FALSE
Illinois,1717580,Grayville Community Unit School District 1,5,50,100,100,100,100,100,FALSE
Illinois,1717901,Flanagan-Cornell District 74 in Cornell,11,110,100,100,100,100,100,FALSE
Illinois,1717902,Flanagan-Cornell District 74 in Pontiac,2,20,100,100,100,100,100,TRUE
Illinois,1718390,Hartsburg-Emden Community Unit School District 21,15,150,100,100,100,100,100,FALSE
Illinois,1720790,Kansas Community Unit School District 3,10,100,100,100,100,100,100,FALSE
Illinois,1721680,La Moille Community Unit School District 303,7,70,100,100,100,100,100,FALSE
Illinois,1722710,Lexington Community Unit School District 7,40,400,100,100,100,100,100,FALSE
Illinois,1722870,Leland Community Unit School District 1,21,210,100,100,100,100,100,FALSE
Illinois,1725650,Mendota Township High School District 280,55,550,100,100,100,100,100,FALSE
Illinois,1726430,Momence Community Unit School District 1,38,380,100,100,100,100,100,FALSE
Illinois,1728260,Newark Community High School District 18,38,380,100,100,100,100,100,FALSE
Illinois,1730540,Northwestern Community Unit School District 2,6,60,100,100,100,100,100,FALSE
Illinois,1732280,Pope County Community Unit School District 1,5,50,100,100,100,100,100,FALSE
Illinois,1734140,Roanoke-Benson Community Unit School District 60,30,300,100,100,100,100,100,FALSE
Illinois,1736640,South Fork School District 14,1,10,100,100,100,100,100,TRUE
Illinois,1736960,Spoon River Valley Community Unit School District 4,23,230,100,100,100,100,100,FALSE
Illinois,1738490,V.I.T. Community Unit School District 2,23,230,100,100,100,100,100,FALSE
Illinois,1739480,Tri-Point Community Unit School District 6-J,10,100,100,100,100,100,100,FALSE
Illinois,1739630,Century Community Unit School District 100,10,100,100,100,100,100,100,FALSE
Illinois,1742450,Williamsfield Community Unit School District 210,7,70,100,100,100,100,100,FALSE
Illinois,1799005,Woodlawn Unit District 209 (9-12) in Grand Prairie,5,50,100,100,100,100,100,FALSE
Illinois,1799006,Woodlawn Unit District 209 (9-12) in Rome,5,50,100,100,100,100,100,FALSE
Illinois,1799008,Woodlawn Unit District 209 (9-12) in Ashley,1,10,100,100,100,100,100,TRUE
Indiana,.,.,3,30,100,100,100,100,100,TRUE
Indiana,1800008,White River Valley School District,53,530,100,100,100,100,100,FALSE
Indiana,1800107,Tri-Township Consolidated School Corporation,31,310,100,100,100,100,100,FALSE
Indiana,1800180,Argos Community Schools,19,190,100,100,100,100,100,FALSE
Indiana,1800212,Borden-Henryville School Corp,163,1630,100,100,100,100,100,FALSE
Indiana,1800330,Barr-Reeve Community School Corporation,64,640,100,100,100,100,100,FALSE
Indiana,1800480,Benton Community School Corporation,85,850,100,100,100,100,100,FALSE
Indiana,1800570,Blackford County Schools,70,700,100,100,100,100,100,FALSE
Indiana,1800600,Bloomfield School District,47,470,100,100,100,100,100,FALSE
Indiana,1800900,Bremen Public Schools,62,620,100,100,100,100,100,FALSE
Indiana,1801170,Cannelton City Schools,1,10,100,100,100,100,100,TRUE
Indiana,1801230,Medora Community School Corporation,4,40,100,100,100,100,100,TRUE
Indiana,1801740,Perry Central Community School Corporation,46,460,100,100,100,100,100,FALSE
Indiana,1802160,Clinton Prairie School Corporation,43,430,100,100,100,100,100,FALSE
Indiana,1802640,Decatur Township Metropolitan School District,427,4270,100,100,100,100,100,FALSE
Indiana,1802880,City of East Chicago School District,201,2010,100,100,100,100,100,FALSE
Indiana,1802940,East Gibson School Corporation,21,210,100,100,100,100,100,FALSE
Indiana,1803060,DeKalb County Eastern Community School District,65,650,100,100,100,100,100,FALSE
Indiana,1803120,Eastern Hancock County Community School Corporation,20,200,100,100,100,100,100,FALSE
Indiana,1803150,Eastern Howard School Corporation,54,540,100,100,100,100,100,FALSE
Indiana,1803240,Edinburgh Community School Corporation,17,170,100,100,100,100,100,FALSE
Indiana,1803300,Elwood Community School Corporation,60,600,100,100,100,100,100,FALSE
Indiana,1803330,Eminence Community School Corporation,41,410,100,100,100,100,100,FALSE
Indiana,1803720,Lanesville Community School Corporation,12,120,100,100,100,100,100,FALSE
Indiana,1803810,Frontier School Corporation,32,320,100,100,100,100,100,FALSE
Indiana,1804170,Griffith Public Schools,140,1400,100,100,100,100,100,FALSE
Indiana,1805520,Lakeland School Corporation,158,1580,100,100,100,100,100,FALSE
Indiana,1805880,Liberty-Perry Community School Corporation,26,260,100,100,100,100,100,FALSE
Indiana,1806480,Sheridan Community Schools,32,320,100,100,100,100,100,FALSE
Indiana,1806630,Milan Community Schools,39,390,100,100,100,100,100,FALSE
Indiana,1806660,Mill Creek Community School Corporation,59,590,100,100,100,100,100,FALSE
Indiana,1807110,Eastern Pulaski Community School Corporation,39,390,100,100,100,100,100,FALSE
Indiana,1807470,New Durham Township Metropolitan School District,38,380,100,100,100,100,100,FALSE
Indiana,1807890,North Miami Community Schools,29,290,100,100,100,100,100,FALSE
Indiana,1808070,North Vermillion Community School Corporation,15,150,100,100,100,100,100,FALSE
Indiana,1808490,Orleans Community Schools,43,430,100,100,100,100,100,FALSE
Indiana,1809990,Scott County School District 1,41,410,100,100,100,100,100,FALSE
Indiana,1810110,Shakamak Schools Metropolitan School District,45,450,100,100,100,100,100,FALSE
Indiana,1810230,Smith-Green Community Schools,50,500,100,100,100,100,100,FALSE
Indiana,1810410,South Knox School Corporation,64,640,100,100,100,100,100,FALSE
Indiana,1810500,South Putnam Community Schools,28,280,100,100,100,100,100,FALSE
Indiana,1810770,Southern Wells Community Schools,30,300,100,100,100,100,100,FALSE
Indiana,1811460,Tri-Creek School Corporation,168,1680,100,100,100,100,100,FALSE
Indiana,1811610,Union County-College Corner Joint School District,51,510,100,100,100,100,100,FALSE
Indiana,1811700,Union Township School Corporation,57,570,100,100,100,100,100,FALSE
Indiana,1811730,Union School Corporation,17,170,100,100,100,100,100,FALSE
Indiana,1811910,Union-North United School Corporation,52,520,100,100,100,100,100,FALSE
Indiana,1812240,Wa-Nee Community Schools,178,1780,100,100,100,100,100,FALSE
Indiana,1812450,Washington Community School Corporation,153,1530,100,100,100,100,100,FALSE
Indiana,1812900,West Noble School Corporation,167,1670,100,100,100,100,100,FALSE
Indiana,1812930,West Washington School Corporation,40,400,100,100,100,100,100,FALSE
Indiana,1813200,Whiting School City,28,280,100,100,100,100,100,FALSE
Indiana,1899997,School District Not Defined,24,240,100,100,100,100,100,FALSE
Iowa,1900015,Sibley-Ocheyedan Community School District,38,380,100,100,100,100,100,FALSE
Iowa,1906000,Calamus-Wheatland Community School District,9,90,100,100,100,100,100,FALSE
Iowa,1907440,Clarksville Community School District,4,40,100,100,100,100,100,TRUE
Iowa,1907470,Clay Central-Everly Community School District,13,130,100,100,100,100,100,FALSE
Iowa,1909060,Diagonal Community School District,3,30,100,100,100,100,100,TRUE
Iowa,1915660,Keota Community School District,16,160,100,100,100,100,100,FALSE
Iowa,1918240,East Mills Community School District,15,150,100,100,100,100,100,FALSE
Iowa,1918840,MOC-Floyd Valley Community School District,93,930,100,100,100,100,100,FALSE
Iowa,1918930,Mediapolis Community School District,51,510,100,100,100,100,100,FALSE
Iowa,1919800,Moulton-Udell Community School District,16,160,100,100,100,100,100,FALSE
Iowa,1922380,Paton-Churdan Community School District,10,100,100,100,100,100,100,FALSE
Kansas,2000013,Triplains Unified School District 275,7,70,100,100,100,100,100,FALSE
Kansas,2000014,Central Heights Unified School District 288,16,160,100,100,100,100,100,FALSE
Kansas,2000346,Thunder Ridge Unified School District 110,5,50,100,100,100,100,100,FALSE
Kansas,2003270,Northern Valley Unified School District 212,5,50,100,100,100,100,100,FALSE
Kansas,2003510,Ashland Unified School District 220,9,90,100,100,100,100,100,FALSE
Kansas,2004020,Otis-Bison Unified School District 403,12,120,100,100,100,100,100,FALSE
Kansas,2004050,Bonner Springs Unified School District 204,126,1260,100,100,100,100,100,FALSE
Kansas,2004080,Brewster Unified School District 314,7,70,100,100,100,100,100,FALSE
Kansas,2004230,Central Unified School District 462,9,90,100,100,100,100,100,FALSE
Kansas,2004440,Canton-Galva Unified School District 419,9,90,100,100,100,100,100,FALSE
Kansas,2004470,Waconda Unified School District 272,6,60,100,100,100,100,100,FALSE
